id,zipcode,name,city_id
colony_aguascalientes_cumbres_iii,20172,Cumbres III,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villas_de_las_fuentes,20174,Villas de las Fuentes,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_de_bellavista,20174,Lomas de Bellavista,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_de_las_fuentes,20174,Lomas de las Fuentes,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_colinas_de_oriente,20174,Colinas de Oriente,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_vista_de_las_cumbres,20174,Vista de las Cumbres,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_los_laureles,20174,Los Laureles,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_mirador_de_las_culturas,20174,Mirador de las Culturas,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_el_rocío,20174,El Rocío,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villas_de_la_loma,20174,Villas de la Loma,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_los_pericos,20174,Los Pericos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_paseos_del_sol,20174,Paseos del Sol,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_miradores_de_santa_elena,20174,Miradores de Santa Elena,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_hojarasca,20175,La Hojarasca,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_ejido_las_cumbres,20175,Ejido las Cumbres,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_j_refugio_esparza_reyes,20175,J Refugio Esparza Reyes,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_rinconadas_las_cumbres,20175,Rinconadas las Cumbres,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_de_oriente,20175,Lomas de Oriente,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_c.n.o.p._oriente,20177,C.N.O.P. Oriente,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_las_cumbres,20179,Las Cumbres,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_luis_ortega_douglas,20179,Luis Ortega Douglas,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_pensadores_mexicanos,20179,Pensadores Mexicanos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_pintores_mexicanos,20179,Pintores Mexicanos,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_progreso,20179,Progreso,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_santa_regina,20179,Santa Regina,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_cerro_alto,20179,Cerro Alto,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_santa_margarita,20179,Santa Margarita,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_del_trabajo,20180,Del Trabajo,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_ferronales,20180,Ferronales,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_luis_gómez_zepeda_(ferronales),20180,Luis Gómez Zepeda (ferronales),solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_lomas_de_santa_anita,20180,Lomas de Santa Anita,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_alameda,20180,Alameda,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_bosques_de_la_alameda,20180,Bosques de La Alameda,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_nueva_alameda,20180,Nueva Alameda,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_héroes,20190,Héroes,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_hacienda,20190,La Hacienda,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_la_mancha,20190,La Mancha,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_ojocaliente_i,20196,Ojocaliente I,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_ojocaliente_inegi,20196,Ojocaliente INEGI,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_solidaridad_1a_sección,20196,Solidaridad 1a Sección,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_sol_naciente,20196,Sol Naciente,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_villa_de_las_norias,20196,Villa de las Norias,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_camino_real,20196,Camino Real,solt_l10n_mx_partner_address.res_city_mx_agu_001
colony_aguascalientes_ribera_del_sol,20196,Ribera del Sol,solt_l10n_mx_partner_address.res_city_mx_agu_001
